Date,Year,AvgShellHeightFemales,AvgShellHeightMales,Fecundity,GonadalIndex,OysterBar,Spawn_pH,Spawn_Salinity,Spawn_Temp,Stimulation,TankBuffered,Week,GR_AirTemp,GR_AirTemp_lag1,GR_AirTemp_lag2,GR_AirTemp_lag3,GR_AirTemp_lag4,GR_AirTemp_lag5,GR_AirTemp_lag6,GR_AirTemp_lag7,GR_Chlorophyll,GR_Chlorophyll_lag1,GR_Chlorophyll_lag2,GR_Chlorophyll_lag3,GR_Chlorophyll_lag4,GR_Chlorophyll_lag5,GR_Chlorophyll_lag6,GR_Chlorophyll_lag7,GR_Oxygen,GR_Oxygen_lag1,GR_Oxygen_lag2,GR_Oxygen_lag3,GR_Oxygen_lag4,GR_Oxygen_lag5,GR_Oxygen_lag6,GR_Oxygen_lag7,GR_Salinity,GR_Salinity_lag1,GR_Salinity_lag2,GR_Salinity_lag3,GR_Salinity_lag4,GR_Salinity_lag5,GR_Salinity_lag6,GR_Salinity_lag7,GR_Turbidity,GR_Turbidity_lag1,GR_Turbidity_lag2,GR_Turbidity_lag3,GR_Turbidity_lag4,GR_Turbidity_lag5,GR_Turbidity_lag6,GR_Turbidity_lag7,GR_WaterTemp,GR_WaterTemp_lag1,GR_WaterTemp_lag2,GR_WaterTemp_lag3,GR_WaterTemp_lag4,GR_WaterTemp_lag5,GR_WaterTemp_lag6,GR_WaterTemp_lag7,GR_WindDirection,GR_WindDirection_lag1,GR_WindDirection_lag2,GR_WindDirection_lag3,GR_WindDirection_lag4,GR_WindDirection_lag5,GR_WindDirection_lag6,GR_WindDirection_lag7,GR_WindSpeed,GR_WindSpeed_lag1,GR_WindSpeed_lag2,GR_WindSpeed_lag3,GR_WindSpeed_lag4,GR_WindSpeed_lag5,GR_WindSpeed_lag6,GR_WindSpeed_lag7,DM_Precip,DM_Precip_lag1,DM_Precip_lag2,DM_Precip_lag3,DM_Precip_lag4,DM_Precip_lag5,DM_Precip_lag6,DM_Precip_lag7,DM_TempAvg,DM_TempAvg_lag1,DM_TempAvg_lag2,DM_TempAvg_lag3,DM_TempAvg_lag4,DM_TempAvg_lag5,DM_TempAvg_lag6,DM_TempAvg_lag7,DM_TempMax,DM_TempMax_lag1,DM_TempMax_lag2,DM_TempMax_lag3,DM_TempMax_lag4,DM_TempMax_lag5,DM_TempMax_lag6,DM_TempMax_lag7,DM_TempMin,DM_TempMin_lag1,DM_TempMin_lag2,DM_TempMin_lag3,DM_TempMin_lag4,DM_TempMin_lag5,DM_TempMin_lag6,DM_TempMin_lag7,CHLct,CHLct_lag1,CHLct_lag2,CHLct_lag3,CHLct_lag4,CHLct_lag5,CHLct_lag6,CHLct_lag7,CHLin,CHLin_lag1,CHLin_lag2,CHLin_lag3,CHLin_lag4,CHLin_lag5,CHLin_lag6,CHLin_lag7,NDVI,NDVI_d1,NDVI_d16,NDVI_d2,NDVI_d32,NDVI_d4,NDVI_d8,NDVI_lag1,NDVI_lag2,NDVI_lag3,NDVI_lag4,NDVI_lag5,NDVI_lag6,NDVI_lag7,Yield,Winter_NDVI,Winter_Precip,Winter_WaterTemp,Winter_Salinity,Winter_Oxygen,Winter_Chlorophyll,Winter_AirTemp
2011-04-12,2011,137.9,118,44.82,3,LeCompte Bay,NA,NA,NA,male,No,15,14.710071942446044,13.295,9.734814814814815,7.161029411764706,7.945283018867925,9.861157024793389,8.798507462686567,12.30735294117647,13.023232323232323,9.866,10.620652173913044,11.946875,11.52037037037037,8.495238095238095,10.524719101123596,8.013725490196078,11.404646464646465,11.3042,11.48195652173913,11.085520833333334,11.566296296296297,11.5575,11.193932584269662,11.329705882352942,9.862424242424241,9.6356,9.822717391304348,9.997187499999999,9.855185185185185,9.507619047619048,9.466516853932584,9.165980392156863,2.083838383838384,2.016,2.0586956521739133,2.1458333333333335,2.109259259259259,2.163095238095238,2.8191011235955057,2.1558823529411764,11.012121212121212,10.2106,10.080108695652173,9.797083333333333,9.755555555555555,9.494642857142857,9.022359550561797,9.02343137254902,130.54676258992805,170.925,159.16296296296295,93.91176470588235,83.78301886792453,200.1487603305785,247.7910447761194,238.18382352941177,5.5956834532374105,6.0125,3.9755555555555557,4.331617647058824,5.278301886792453,5.308264462809917,5.88134328358209,8.531617647058823,8.98,0,0,0,10.51,2.6,0,5.13,16.42,18.32,12.475,9.405,9.05,12.445,9.41,15.105,22.23,26.06,17.7,12.86,13.15,18.36,16.65,21.98,10.61,10.58,7.25,5.95,4.95,6.53,2.17,8.23,29.5283170731707,30.1637804878049,30.799243902439,31.4347073170732,32.0701707317073,32.7056341463415,33.3410975609756,33.9765609756098,29.5283170731707,30.1637804878049,30.799243902439,31.4347073170732,32.0701707317073,32.7056341463415,33.3410975609756,33.9765609756098,0.533649521863263,0.004761374360738979,0.076181989771822,0.009522748721477958,0.152363979543643,0.019045497442956028,0.038090994885911,0.528888147502524,0.524126773141785,0.519365398781046,0.514604024420307,0.509842650059568,0.50508127569883,0.500319901338091,26.293183940242766,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-04-13,2011,115.90811111111111,112.4183,4.416666666666667,NA,Howell Point,NA,NA,NA,male,No,15,10.377857142857144,14.710071942446044,13.295,9.734814814814815,7.161029411764706,7.945283018867925,9.861157024793389,8.798507462686567,15.316161616161615,13.023232323232323,9.866,10.620652173913044,11.946875,11.52037037037037,8.495238095238095,10.524719101123596,10.291616161616162,11.404646464646465,11.3042,11.48195652173913,11.085520833333334,11.566296296296297,11.5575,11.193932584269662,10.304242424242425,9.862424242424241,9.6356,9.822717391304348,9.997187499999999,9.855185185185185,9.507619047619048,9.466516853932584,2.2595959595959596,2.083838383838384,2.016,2.0586956521739133,2.1458333333333335,2.109259259259259,2.163095238095238,2.8191011235955057,10.808080808080808,11.012121212121212,10.2106,10.080108695652173,9.797083333333333,9.755555555555555,9.494642857142857,9.022359550561797,155.5142857142857,130.54676258992805,170.925,159.16296296296295,93.91176470588235,83.78301886792453,200.1487603305785,247.7910447761194,4.991428571428571,5.5956834532374105,6.0125,3.9755555555555557,4.331617647058824,5.278301886792453,5.308264462809917,5.88134328358209,5.49,8.98,0,0,0,10.51,2.6,0,12.48,16.42,18.32,12.475,9.405,9.05,12.445,9.41,15.1,22.23,26.06,17.7,12.86,13.15,18.36,16.65,9.86,10.61,10.58,7.25,5.95,4.95,6.53,2.17,28.8928536585366,29.5283170731707,30.1637804878049,30.799243902439,31.4347073170732,32.0701707317073,32.7056341463415,33.3410975609756,28.8928536585366,29.5283170731707,30.1637804878049,30.799243902439,31.4347073170732,32.0701707317073,32.7056341463415,33.3410975609756,0.538410896224001,0.00476137436073798,0.07618198977182095,0.009522748721476959,0.15236397954364195,0.019045497442954917,0.038090994885909946,0.533649521863263,0.528888147502524,0.524126773141785,0.519365398781046,0.514604024420307,0.509842650059568,0.50508127569883,6.0297979666658,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-04-19,2011,116.77795454545455,108.949065,3.546666666666667,NA,Howell Point,NA,NA,NA,male,No,16,14.38642857142857,14.020863309352517,12.684507042253522,11.438129496402878,12.174125874125874,11.554166666666667,10.377857142857144,14.710071942446044,10.677333333333333,8.369158878504672,8.867543859649123,12.24736842105263,7.643965517241379,9.7475,15.316161616161615,13.023232323232323,9.950133333333333,10.40588785046729,9.999298245614035,10.579298245614035,10.715172413793104,10.47625,10.291616161616162,11.404646464646465,7.821066666666667,7.388598130841121,9.172456140350878,8.856315789473685,9.31051724137931,9.869583333333333,10.304242424242425,9.862424242424241,3.612,4.450467289719626,2.626315789473684,2.770175438596491,2.0732758620689657,1.99,2.2595959595959596,2.083838383838384,12.206133333333334,12.372710280373832,11.779561403508772,11.794035087719298,11.668275862068965,11.196666666666667,10.808080808080808,11.012121212121212,167.97857142857143,183.26618705035972,251.57746478873239,118.13669064748201,116.3986013986014,236.16666666666666,155.5142857142857,130.54676258992805,4.327857142857143,5.100719424460432,6.2126760563380286,10.077697841726618,3.2034965034965035,3.6166666666666667,4.991428571428571,5.5956834532374105,0,0,0,25.64,0,0,5.49,8.98,17.535,16.44,14.27,13.335,12.729999999999999,13.995000000000001,12.48,16.42,21.84,23.51,18.5,17.71,18.49,20.12,15.1,22.23,13.23,9.37,10.04,8.96,6.97,7.87,9.86,10.61,24.2412857142857,25.2961428571429,26.351,26.9864634146341,27.6219268292683,28.2573902439024,28.8928536585366,29.5283170731707,24.2412857142857,25.2961428571429,26.351,26.9864634146341,27.6219268292683,28.2573902439024,28.8928536585366,29.5283170731707,0.563080874304372,0.0028122403187080813,0.07228372168775904,0.0056244806374150524,0.14846571145958004,0.01514722935889301,0.03419272680184804,0.560268633985664,0.557456393666957,0.552695019306218,0.547933644945479,0.54317227058474,0.538410896224001,0.533649521863263,2.892095586004345,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-04-21,2011,106.707375,106.051875,33.005,2.25,Bugsby,NA,NA,NA,male,No,16,14.916176470588235,17.179136690647482,14.38642857142857,14.020863309352517,12.684507042253522,11.438129496402878,12.174125874125874,11.554166666666667,11.307654470736884,11.601008946948406,10.677333333333333,8.369158878504672,8.867543859649123,12.24736842105263,7.643965517241379,9.7475,10.67660908457923,11.311056461989278,9.950133333333333,10.40588785046729,9.999298245614035,10.579298245614035,10.715172413793104,10.47625,7.249690102650755,7.5732194819352285,7.821066666666667,7.388598130841121,9.172456140350878,8.856315789473685,9.31051724137931,9.869583333333333,5.718734127009425,4.366657112128565,3.612,4.450467289719626,2.626315789473684,2.770175438596491,2.0732758620689657,1.99,15.572083255827467,14.793260373383697,12.206133333333334,12.372710280373832,11.779561403508772,11.794035087719298,11.668275862068965,11.196666666666667,280.54411764705884,181.6546762589928,167.97857142857143,183.26618705035972,251.57746478873239,118.13669064748201,116.3986013986014,236.16666666666666,5.695588235294117,5.043165467625899,4.327857142857143,5.100719424460432,6.2126760563380286,10.077697841726618,3.2034965034965035,3.6166666666666667,0,0,0,0,0,25.64,0,0,16.095,21.165,17.535,16.44,14.27,13.335,12.729999999999999,13.995000000000001,22.54,29.07,21.84,23.51,18.5,17.71,18.49,20.12,9.65,13.26,13.23,9.37,10.04,8.96,6.97,7.87,22.1315714285714,23.1864285714286,24.2412857142857,25.2961428571429,26.351,26.9864634146341,27.6219268292683,28.2573902439024,22.1315714285714,23.1864285714286,24.2412857142857,25.2961428571429,26.351,26.9864634146341,27.6219268292683,28.2573902439024,0.568705354941788,0.0028122403187079703,0.06838545360369697,0.005624480637415941,0.14456744337551897,0.011248961274830993,0.03029445871778702,0.56589311462308,0.563080874304372,0.560268633985664,0.557456393666957,0.552695019306218,0.547933644945479,0.54317227058474,10.05573925366084,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-04-26,2011,117.342,113.464,27.47,3,Drum Point,NA,NA,NA,none,No,17,17.950704225352112,16.449645390070923,16.31063829787234,11.145390070921986,9.443478260869565,14.916176470588235,17.179136690647482,14.38642857142857,13.930145343323328,12.236435911814517,9.95677191622696,10.257040749445615,12.994737910624815,11.307654470736884,11.601008946948406,10.677333333333333,11.356428294477814,11.444595720262992,11.339652134823146,10.855442224988595,10.740668443419615,10.67660908457923,11.311056461989278,9.950133333333333,6.069827520934292,6.166105411304439,7.2119439871304705,8.910003302156206,9.007204008428003,7.249690102650755,7.5732194819352285,7.821066666666667,4.185984279286943,4.011420543281704,4.24890560063707,3.3840923233879803,3.6670028798398095,5.718734127009425,4.366657112128565,3.612,16.05163271415299,16.124766166680327,15.356069986311466,15.09771811597033,15.726506821939067,15.572083255827467,14.793260373383697,12.206133333333334,173.16901408450704,167.58156028368793,182.18439716312056,152.75177304964538,91.45652173913044,280.54411764705884,181.6546762589928,167.97857142857143,6.561267605633803,3.9113475177304964,4.398581560283688,5.102127659574468,5.314492753623188,5.695588235294117,5.043165467625899,4.327857142857143,0,0,0.31,0,4.87,0,0,0,23.58,22.425,21.61,15.274999999999999,9.775,16.095,21.165,17.535,28.16,29.28,28.89,23.24,13.51,22.54,29.07,21.84,19,15.57,14.33,7.31,6.04,9.65,13.26,13.23,21.8805609756098,20.4237804878049,18.967,20.0218571428571,21.0767142857143,22.1315714285714,23.1864285714286,24.2412857142857,21.8805609756098,20.4237804878049,18.967,20.0218571428571,21.0767142857143,22.1315714285714,23.1864285714286,24.2412857142857,0.554175446628464,-0.011483314634723074,0.030048673486678945,-0.022966629269447036,0.10623066325849995,-0.017342148632030985,-0.006093187357199992,0.565658761263187,0.577142075897911,0.574329835579203,0.571517595260495,0.568705354941788,0.56589311462308,0.563080874304372,11.17432950191571,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-05-06,2011,114.005,116.9285,13.79,3,Drum Point,NA,NA,NA,none,No,18,15.384848484848485,12.81925925925926,13.630882352941176,18.09172932330827,15.763414634146342,14.35,13.308029197080291,16.531617647058823,15.700633749491084,13.755932159802441,14.397183643324778,17.913687426163328,16.878033272608377,11.49002640370124,13.315086367861982,13.412658465988391,10.91999833982302,10.04090794080676,10.144014113937377,11.1688636344941,11.013196532329696,10.899601104827116,9.982366377711203,11.054874501787657,6.925116081864801,7.934359939394443,7.280704145090888,5.470594516349212,5.821192576641324,7.240968701238597,7.734381316470178,5.8601492028547355,4.361722761530287,4.709834081489931,4.609324403546031,4.778764104101892,4.46942752519442,3.734755568361658,4.143646923378988,5.01124260991664,18.106921208820715,18.198338024479884,19.3060713516195,18.90026018297596,18.803278865494057,19.100277913916027,18.90630197470399,18.90582468479869,213.2348484848485,292.4962962962963,304.2647058823529,166.68421052631578,163.5040650406504,188.24242424242425,240.90510948905109,262.65441176470586,5.706060606060606,8.199259259259259,7.663970588235294,5.728571428571429,6.677235772357723,2.2962121212121214,6.067883211678832,3.3169117647058823,0,0,17.51,19.14,0,0,0,0,15.350000000000001,13.71,15.065000000000001,22.335,19.02,13.14,14.035,16.04,21.85,19.51,20.89,28.08,25.08,18.17,18.49,22.18,8.85,7.91,9.24,16.59,12.96,8.11,9.58,9.9,36.4483658536585,34.9915853658537,33.5348048780488,32.0780243902439,30.621243902439,29.1644634146341,27.7076829268293,26.2509024390244,36.4483658536585,34.9915853658537,33.5348048780488,32.0780243902439,30.621243902439,29.1644634146341,27.7076829268293,26.2509024390244,0.433014759564141,-0.013592494873754024,-0.13287835505893902,-0.027184989747507993,-0.062543767413211,-0.052260799255985035,-0.09819405779487705,0.446607254437895,0.460199749311649,0.473792244185403,0.485275558820126,0.496758873454849,0.508242188089572,0.519725502724295,12.498207885304657,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-05-17,2011,113.95825,115.828,4.32,3,Drum Point,NA,NA,NA,female,No,20,18.771223021582735,18.278676470588234,18.245588235294118,16.754761904761907,16.31451612903226,15.677692307692308,15.983464566929134,17.074436090225564,22.440151515151516,20.45275590551181,19.956410256410255,22.776,28.729357798165136,29.297894736842107,13.162857142857144,17.863568845477985,9.86469696969697,10.497244094488188,9.965897435897435,9.952,10.828256880733944,11.627052631578948,12.532285714285715,11.173957660988679,5.68219696969697,5.279606299212598,5.003675213675214,5.0775,4.368440366972477,3.658526315789474,3.6874285714285713,5.163566092090747,4.83030303030303,5.05748031496063,5.021367521367521,5.172,5.973394495412844,7.732631578947369,5.9714285714285715,5.181602851095177,19.054772727272727,19.142677165354332,18.057777777777776,17.849,17.919449541284404,17.68421052631579,19.688285714285715,19.856162103238166,109.4820143884892,210.23529411764707,161.94117647058823,142.23809523809524,155.34677419354838,174.3153846153846,162.77165354330708,161.22556390977442,6.266187050359712,2.261764705882353,3.4845588235294116,5.196031746031746,5.898387096774194,4.159230769230769,2.5228346456692914,1.8368421052631578,4.9,4.26,11.18,5.07,0.32,0,0,0,20.064999999999998,20.33,21.314999999999998,17.259999999999998,17.12,16.33,16.48,16.785,23.72,25.23,25.52,19.91,21.11,22.86,22.35,22.9,16.41,15.43,17.11,14.61,13.13,9.8,10.61,10.67,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,45.1890487804878,43.7322682926829,42.275487804878,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,45.1890487804878,43.7322682926829,42.275487804878,0.398022873515221,0.002768299063727997,-0.098735999939628,0.005536598127454995,-0.14991077143025805,0.011073196254910989,0.005785598572340955,0.395254574451493,0.392486275387766,0.389717976324038,0.38694967726031,0.384181378196582,0.381413079132854,0.378644780069126,7.508931676625881,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-05-19,2011,112.28666666666666,107.04166666666667,10.25,3,Drum Point,NA,NA,NA,none,No,20,18.723809523809525,18.015384615384615,18.771223021582735,18.278676470588234,18.245588235294118,16.754761904761907,16.31451612903226,15.677692307692308,21.5014598540146,19.97906976744186,22.440151515151516,20.45275590551181,19.956410256410255,22.776,28.729357798165136,29.297894736842107,11.243503649635036,9.778682170542636,9.86469696969697,10.497244094488188,9.965897435897435,9.952,10.828256880733944,11.627052631578948,4.824306569343066,5.477286821705427,5.68219696969697,5.279606299212598,5.003675213675214,5.0775,4.368440366972477,3.658526315789474,4.864233576642336,4.709302325581396,4.83030303030303,5.05748031496063,5.021367521367521,5.172,5.973394495412844,7.732631578947369,19.053941605839416,18.820542635658914,19.054772727272727,19.142677165354332,18.057777777777776,17.849,17.919449541284404,17.68421052631579,194.82539682539684,114.24615384615385,109.4820143884892,210.23529411764707,161.94117647058823,142.23809523809524,155.34677419354838,174.3153846153846,2.4904761904761905,4.832307692307692,6.266187050359712,2.261764705882353,3.4845588235294116,5.196031746031746,5.898387096774194,4.159230769230769,9.06,15.24,4.9,4.26,11.18,5.07,0.32,0,19.105,19.455,20.064999999999998,20.33,21.314999999999998,17.259999999999998,17.12,16.33,23.92,22.46,23.72,25.23,25.52,19.91,21.11,22.86,14.29,16.45,16.41,15.43,17.11,14.61,13.13,9.8,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,45.1890487804878,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,45.1890487804878,0.403559471642677,0.0027682990637280525,-0.07023277254272597,0.005536598127456049,-0.15389692202427996,0.011073196254911044,0.022146392509823032,0.400791172578949,0.398022873515221,0.395254574451493,0.392486275387766,0.389717976324038,0.38694967726031,0.384181378196582,15.181261770244818,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-05-20,2011,115.63033333333333,114.22933333333333,12.14,3,Drum Point,NA,NA,NA,male,No,20,18.07536231884058,18.723809523809525,18.015384615384615,18.771223021582735,18.278676470588234,18.245588235294118,16.754761904761907,16.31451612903226,16.762857142857143,21.5014598540146,19.97906976744186,22.440151515151516,20.45275590551181,19.956410256410255,22.776,28.729357798165136,10.048857142857143,11.243503649635036,9.778682170542636,9.86469696969697,10.497244094488188,9.965897435897435,9.952,10.828256880733944,5.123214285714286,4.824306569343066,5.477286821705427,5.68219696969697,5.279606299212598,5.003675213675214,5.0775,4.368440366972477,4.480714285714286,4.864233576642336,4.709302325581396,4.83030303030303,5.05748031496063,5.021367521367521,5.172,5.973394495412844,19.395642857142857,19.053941605839416,18.820542635658914,19.054772727272727,19.142677165354332,18.057777777777776,17.849,17.919449541284404,252.34782608695653,194.82539682539684,114.24615384615385,109.4820143884892,210.23529411764707,161.94117647058823,142.23809523809524,155.34677419354838,3.632608695652174,2.4904761904761905,4.832307692307692,6.266187050359712,2.261764705882353,3.4845588235294116,5.196031746031746,5.898387096774194,0,9.06,15.24,4.9,4.26,11.18,5.07,0.32,17.955,19.105,19.455,20.064999999999998,20.33,21.314999999999998,17.259999999999998,17.12,22.71,23.92,22.46,23.72,25.23,25.52,19.91,21.11,13.2,14.29,16.45,16.41,15.43,17.11,14.61,13.13,56.8432926829268,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,56.8432926829268,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,49.5593902439024,48.1026097560976,46.6458292682927,0.406327770706405,0.002768299063727997,-0.05387197860524395,0.005536598127456049,-0.15394086327925893,0.011073196254912043,0.022146392509823032,0.403559471642677,0.400791172578949,0.398022873515221,0.395254574451493,0.392486275387766,0.389717976324038,0.38694967726031,15.567779000122234,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
2011-05-23,2011,116.97800000000001,112.6265,10.620000000000001,NA,Drum Point,NA,NA,NA,male,No,21,20.32015503875969,20.53037037037037,18.95111111111111,18.07536231884058,18.723809523809525,18.015384615384615,18.771223021582735,18.278676470588234,13.045522388059702,14.744525547445255,11.786330935251799,16.762857142857143,21.5014598540146,19.97906976744186,22.440151515151516,20.45275590551181,9.718582089552239,11.09912408759124,10.22431654676259,10.048857142857143,11.243503649635036,9.778682170542636,9.86469696969697,10.497244094488188,3.9072388059701493,4.0207299270073,4.6724460431654675,5.123214285714286,4.824306569343066,5.477286821705427,5.68219696969697,5.279606299212598,4.534328358208955,4.6678832116788325,4.30863309352518,4.480714285714286,4.864233576642336,4.709302325581396,4.83030303030303,5.05748031496063,19.711492537313433,20.27948905109489,19.707266187050358,19.395642857142857,19.053941605839416,18.820542635658914,19.054772727272727,19.142677165354332,151.45736434108528,179.54814814814816,228.02962962962962,252.34782608695653,194.82539682539684,114.24615384615385,109.4820143884892,210.23529411764707,5.903100775193798,1.9474074074074075,3.5748148148148147,3.632608695652174,2.4904761904761905,4.832307692307692,6.266187050359712,2.261764705882353,0,1.79,0,0,9.06,15.24,4.9,4.26,23.545,21.19,20.61,17.955,19.105,19.455,20.064999999999998,20.33,28.61,26.46,26.21,22.71,23.92,22.46,23.72,25.23,18.48,15.92,15.01,13.2,14.29,16.45,16.41,15.43,61.2136341463415,59.7568536585366,58.3000731707317,56.8432926829268,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,61.2136341463415,59.7568536585366,58.3000731707317,56.8432926829268,55.3865121951219,53.9297317073171,52.4729512195122,51.0161707317073,0.414632667897589,0.002768299063727997,-0.004789596792799,0.005536598127455994,-0.15407268704419896,0.011073196254911988,0.022146392509823032,0.411864368833861,0.409096069770133,0.406327770706405,0.403559471642677,0.400791172578949,0.398022873515221,0.395254574451493,0,0.19198140855239013,2.5733898305084746,1.6957713603673061,15.336156815813425,12.798626676389782,8.492091102018126,1.0824825614044393
